"iec","company_name","file_number","file_date","application_type","office_id","old_name","address_line_1","address_line_2","city","district","state","pincode","gstin","membership_category","star_rating","annual_turnover","export_turnover","rcmc_valid_upto"
"0715005685","R.L.FINE CHEM PRIVATE LIMITED","RCMCRENEWFIEO00053585AM23","2023-03-28","Renewal of e-RCMC","14",NULL,"NO.C-10, 1ST CROSS,","KSSIDC INDUSTRIAL AREA, YELAHANKA NEW TOWN","BENGALURU","BENGALURU URBAN","KARNATAKA","560064","29AAFCR4326L1Z0","Two Star Export house Category","Two Star Export house","3579887335","2333010931","2028-03-31"
"0715006975","SAI CHITTA EXPORTS","RCMCRENEWFIEO00092663AM25","2025-03-20","Renewal of e-RCMC","14",NULL,"NO. 174, 14TH MAIN, NRI LAYOUT,","KALKERE MAIN ROAD, RAMAMURTHYNAGAR","BANGALORE, KARNATAKA","BENGALURU URBAN","KARNATAKA","560016","29AVCPN2663F1ZI","Multi Product Group Category","-","50000000","0","2026-03-31"
"0715009451","SRI DURGA PRODUCTS","RCMCRENEWFIEO00042616AM23","2023-02-17","Renewal of e-RCMC","14",NULL,"NO3B, 16TH CROSS, DODDANNA INDUSTRIAL ESTATE,","PEENYA 2ND STAGE, VISHWANEEDAM POST,","BENGALURU","BENGALURU RURAL","KARNATAKA","560091","29AECPR7042H1ZA","Multi Product Group Category","-","13920000","0","2028-03-31"
"0715009745","PAPIER CREATIONS","RCMCRENEWFIEO00096195AM24","2024-03-29","Renewal of e-RCMC","14",NULL,"SITE NO 36 37 48 49 38 47 , PEENYA INDUSTRIAL AREA","KARIOBANAHALLI, TIGALARAPALAYA","BANGALORE","BENGALURU URBAN","KARNATAKA","560058","29AAQFP8876R1ZM","Multi Product Group Category","-","34000000","0","2025-03-31"
"0715010387","INCASTT MACHINES","RCMCRENEWFIEO00026479AM25","2024-05-07","Renewal of e-RCMC","14",NULL,"PLOT.N0.64/C4, HOOTAGALLI","INDUSTRIAL AREA,","MYSURU","MYSURU","KARNATAKA","570018","29ACQPS1651M1ZT","Multi Product Group Category","-","40464103","0","2028-03-31"
"0715011260","VITTI TRADING LLP","RCMCRENEWFIEO00046464AM24","2023-08-13","Renewal of e-RCMC","14",NULL,"2471, 25TH CROSS, 17TH MAIN ROAD","BANASHANKARI 2ND STAGE","BANGALORE","BENGALURU URBAN","KARNATAKA","560070","29AAMFV7913P1Z4","Multi Product Group Category","-","8400000","0","2024-03-31"
"0715011570","SPOOKFISH INNOVATIONS PRIVATE LIMITED","RCMCRENEWFIEO00052968AM24","2023-09-21","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","8.8","0","2024-03-31"
"0715013271","SRI SILKS","RCMCRENEWFIEO00055154AM25","2024-08-19","Renewal of e-RCMC","14",NULL,"N0.1, KNS ARCADE 6TH FLOOR,","2ND CROSS, SANTHUSAPET","BANGALORE","BENGALURU URBAN","KARNATAKA","560053","29AIIPR7396E1ZK","Multi Product Group Category","-","21024400","0","2026-03-31"
"0715014081","A B C EXPORT","RCMCRENEWFIEO00055382AM24","2023-10-08","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","10000000","0","2024-03-31"
"0715015443","RCUBE ELECTRIC PRIVATE LIMITED","RCMCRENEWFIEO00051676AM23","2023-03-24","Renewal of e-RCMC","14",NULL,"P NO 34, 2ND STREET, OPP TO KASI THEATRE,","ANJUGAM NAGAR, JAFFERKHANPET","CHENNAI","CHENNAI","TAMIL NADU","600083","33AAECR7974H1Z1","Premium Multi Product Group Category","-","260000000","0","2026-03-31"
"0715015591","KAPRIKA CONFECTIONARY PRIVATE LIMITED","RCMCAPPLYFIEO00047257AM25","2024-07-08","Issuance of e-RCMC","14",NULL,"PLOT NO.37A,SYNO.15,VASANTHANARASAPURA INDL AREA","NAGENHALLI, KORA HOBLI","TUMKUR","TUMAKURU","KARNATAKA","572128","29AAFCK9026L1Z0","Multi Product Group Category","-","40757095","38311670","2025-03-31"
"0715015893","PRESTIGE BOOK COMPANY","RCMCRENEWFIEO00084285AM25","2025-02-27","Renewal of e-RCMC","14",NULL,"NO.4, SY NO.70,, SRINIDHI INDUSTRIAL AREA,","SEEGEHALLI,, YESHWANTHPUR HOBLI,","BANGALORE NORTH","BENGALURU RURAL","KARNATAKA","560091","29AAQFP7795R1ZM","Premium Multi Product Group Category","-","130000000","0","2026-03-31"
"0715016059","MMRFIC TECHNOLOGY PRIVATE LIMITED","RCMCAPPLYFIEO00025614AM26","2025-05-06","Issuance of e-RCMC","14",NULL,"12, MARUTHI ONYX, FIRST FLOOR, WEST WING","DODDANEKUNDI PHASE 2","BANGALORE","BENGALURU URBAN","KARNATAKA","560048","29AAJCM4840N1ZU","Premium Multi Product Group Category","-","150400000","34300000","2026-03-31"
"0715016156","MEKHOS TECHNOLOGY SERVICES PRIVATE LIMITED","RCMCRENEWFIEO00087342AM25","2025-03-10","Renewal of e-RCMC","14",NULL,"PLOT NO.185 SURVEY NO.44 AND 46","BOMMASANDRA INDUSTRIAL AREA CONTACT NO: 919844441673","BANGALORE","BENGALURU RURAL","KARNATAKA","560099","29AAJCM8292J1ZO","Premium Multi Product Group Category","-","500000000","0","2026-03-31"
"0715017306","REDDONATURA INDIA PRIVATE LIMITED","RCMCRENEWFIEO00090030AM24","2024-03-26","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","140000000","0","2027-03-31"
"0715017667","ADITYA INTERNATIONAL","RCMCRENEWFIEO00093445AM25","2025-03-21","Renewal of e-RCMC","14",NULL,"GROUND FLOOR , NO 1659","3RD CROSS , 5TH STAGE , BEML LAYOUT , NEAR RAGHVENDRA MEDICALS","RAJARAJESHWARINAGAR BENGALURU","BENGALURU URBAN","KARNATAKA","560098","29AZNPB2634F1ZG","One Star Export House Category","One Star Export House","141800000","0","2026-03-31"
"0715017861","CHENGUANG NATURAL EXTRACTS (INDIA) PRIVATE LIMITED","RCMCRENEWFIEO00088580AM24","2024-03-25","Renewal of e-RCMC","14",NULL,"SYNO267/2B,267/2A,264,261,260,259,","258/1,258/2251 265,THRIYAMBHAKAPURA CONTACT NO: 919618020201","THERAKAMABI HOBLI GUNDLUPET,KARNATA","CHAMARAJANAGAR","KARNATAKA","571111","29AAGCC0298M1Z5","Two Star Export house Category","Two Star Export house","700638358","0","2027-03-31"
"0715018221","ARCENE SUPPLY SERVICES LLP","RCMCRENEWFIEO00042310AM24","2023-07-23","Renewal of e-RCMC","14",NULL,"NO 2/6 1ST FLOOR NEARKEERTHI BAKERY","NAGADEVANAHALLI JNANABHARATHI POST CONTACT NO: 919008667286","BANGALORE","BENGALURU URBAN","KARNATAKA","560056","29ABCFA6083A1ZP","Premium Multi Product Group Category","-","303469015","0","2026-03-31"
"0715018744","FRESHALICIOUS SUPER BAZAAR PRIVATE LIMITED","RCMCRENEWFIEO00079646AM25","2025-02-02","Renewal of e-RCMC","16",NULL,"NO.APII/842A,SURV NO11/6-8,6-6,6-3","ARROR VILLAGE,MANAKKATTU BULDING","ALAPPUZHA","ALAPPUZHA","KERALA","688534","32AACCF6121G1Z6","Premium Multi Product Group Category","-","6632210327","0","2026-03-31"
"0715018973","CLOUD WAVE TECHNOLOGIES PRIVATE LIMITED","RCMCRENEWFIEO00083956AM25","2025-02-25","Renewal of e-RCMC","14",NULL,"433","11TH CROSS , 4TH MAIN, 4TH PHASE , PEENYA INDUSTRIAL AREA , BANGALORE","BANGALORE","BENGALURU URBAN","KARNATAKA","560058","29AAFCC9850Q1ZQ","One Star Export House Category","One Star Export House","664224138.71","447859294","2026-03-31"
"0715019317","ASIA GLOBAL","RCMCRENEWFIEO00029157AM24","2023-06-04","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","0","0","2024-03-31"
"0715020455","MEDISAFE GLOBAL SOLUTIONS","RCMCRENEWFIEO00105236AM25","2025-03-30","Renewal of e-RCMC","14",NULL,"INDUS SIGNATURE NO.505, 13TH MN,","6TH CR, ESHWARA L/O, NR CITY NEST CONTACT NO: 9341009029","CLUB,HAL 2ND STGE,INDIRANAGAR, BLOR","BENGALURU URBAN","KARNATAKA","560038","29AHSPR1937L1ZF","Multi Product Group Category","-","0","0","2026-03-31"
"0715020862","ALOK ENTERPRISES","RCMCRENEWFIEO00058356AM26","2025-09-01","Renewal of e-RCMC","14",NULL,"N0.12, MADIMAM COMPLEX,","NEELIGIN ROAD","HUBLI","DHARWAD","KARNATAKA","580029","29AHXPA2817R2ZH","Multi Product Group Category","-","100000","0","2026-03-31"
"0715025228","BILVA CARE","RCMCAPPLYFIEO00019581AM23","2022-06-30","Issuance of e-RCMC","14",NULL,"857/A, 2ND FLOOR, 7TH CROSS, 1ST MAIN, OPP TO CORPORATION BANK,","KENGERI SATTELITE TOWN","BENGALURU","BENGALURU URBAN","KARNATAKA","560060","29AJMPN1727E1Z2","Multi Product Group Category","-","0","0","2023-03-31"
"0715025945","TRANQUIL","RCMCAPPLYFIEO00063505AM26","2025-10-02","Issuance of e-RCMC","14",NULL,"NO 12 3RD FLOOR MPD COMPLEX","1ST CROSS RD  5TH BLOCK KORMANGALA CONTACT NO: 919341979849","BANGALORE","BENGALURU URBAN","KARNATAKA","560095","29AAIFT6471G1ZQ","Multi Product Group Category","-","10000000","0","2026-03-31"
"0715026135","ENVISYS TECHNOLOGIES PRIVATE LIMITED","RCMCRENEWFIEO00050128AM24","2023-09-04","Renewal of e-RCMC","14",NULL,"SB 118 3RD CROSS ROAD 1ST STAGE","PEENYA INDUSTRIAL ESTATE CONTACT NO: 7411455246","BANGALORE","BENGALURU URBAN","KARNATAKA","560058","29AADCE6376M1ZZ","Premium Multi Product Group Category","-","400500000","0","2026-03-31"
"0715026321","RUDHOLM & HAAK INDIA PRIVATE LIMITED","RCMCRENEWFIEO00076418AM25","2025-01-14","Renewal of e-RCMC","14",NULL,"NO.4C-209,GROUND FLOOR, 1ST FLOOR AND 3RD FLOOR","4TH CROSS,KASTURI NAGAR","BANGALORE","BENGALURU URBAN","KARNATAKA","560043","29AAHCR1036M1Z3","Premium Multi Product Group Category","-","150000000","20877230","2026-03-31"
"0715028405","DEVANSHI STONES N STONES PRIVATE LIMITED","RCMCAPPLYFIEO00075579AM24","2024-02-22","Issuance of e-RCMC","14",NULL,"L2-40, KB ECO CITY APTS, ANANTHA","NAGAR ROAD, KAMMASANDRA","ELECTRONIC CITY PHSE-2, BANGALORE","BENGALURU URBAN","KARNATAKA","560100","29AAFCD5741D1ZQ","Multi Product Group Category","-","0","0","2025-03-31"
"0715029835","THERAINDX LIFESCIENCES PRIVATE LIMITED","RCMCRENEWFIEO00098905AM25","2025-03-26","Renewal of e-RCMC","14",NULL,"SY. NO.117/5 OLD SY. NO.117/3","NELAMANGALA, BUDHIHAL VILLAGE","BANGALORE","BENGALURU RURAL","KARNATAKA","562123","29AAECT9733C1Z5","Multi Product Group Category","-","0","0","2026-03-31"
"0715900501","KARNATAKA SALES CORPORATION","RCMCAPPLYFIEO00062166AM24","2023-11-26","Issuance of e-RCMC","14",NULL,"NO 33/3","MALLATHAHALLI CONTACT NO: 919448487767","BANGALORE","BENGALURU URBAN","KARNATAKA","560056","29ABVPH2406F1ZL","Multi Product Group Category","-","44000000","0","2024-03-31"
"0715901117","AARVI INDUSTRIAL MATERIALS","RCMCRENEWFIEO00084792AM25","2025-03-02","Renewal of e-RCMC","14",NULL,"NO.105/5, AARVI, BAILAPPANAPALYA, TCI BUS STOP, TUMKUR ROAD,","MADAVARA, BANGALORE 560073 CONTACT NO: 919916834400","BANGALORE","BENGALURU RURAL","KARNATAKA","560073","29BXZPR0781C1ZT","Multi Product Group Category","-","621428","0","2026-03-31"
"0715901770","SUSHMA INDUSTRIES PRIVATE LIMITED","RCMCRENEWFIEO00053936AM26","2025-08-06","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","157654071","11974278","2028-03-31"
"0715902377","SRR EXIM","RCMCRENEWFIEO00022036AM23","2022-07-17","Renewal of e-RCMC","14",NULL,"PLOT NO M 10, 1ST STAGE, 7TH CROSS","PEENYA INDUSTRIAL ESTATE,","BENGALURU","BENGALURU URBAN","KARNATAKA","560058","29AFIPA4380A3ZS","Multi Product Group Category","-","0","0","2026-03-31"
"0715902776","ECOCUT MACHINING SOLUTIONS","RCMCRENEWFIEO00028727AM26","2025-05-13","Renewal of e-RCMC","14",NULL,"3/1 WARD NO 38 TUMKUR ROAD  SHRI MUNESHWARA INDUSTRIAL ESTATE,","PEENYA CONTACT NO: 919845605577  PEENY, BANGLORE,","BANGALORE","BENGALURU URBAN","KARNATAKA","560058","29AAEFE1443M1ZA","Premium Multi Product Group Category","-","70000000","0","2026-03-31"
"0715904701","PACKMILE PRIVATE LIMITED","RCMCAMENDFIEO00017626AM26","2025-04-21","Amendment of e-RCMC","14",NULL,"FLAT 203, BUILDING NO 6","SHANTI PARK APTS, JAYANAGAR 9TH BLK","BANGALORE","BENGALURU URBAN","KARNATAKA","560041","29AAGCG0291G1ZL","Premium Multi Product Group Category","-","65000000","0","2026-03-31"
"0715905066","FLORA TRADING","RCMCRENEWFIEO00085374AM24","2024-03-19","Renewal of e-RCMC","14",NULL,"DOOR NO. 19-6-434/2 COZY CORNER BUILDING","ROSARIO CHURCH ROAD, HOIGE BAZAR","DAKSHINA KANNADA","DAKSHINA KANNADA","KARNATAKA","575001","29AAPPF7362M1ZZ","Multi Product Group Category","-","20000000","0","2025-03-31"
"0715906046","COMER INDUSTRIES INDIA PRIVATE LIMITED","RCMCRENEWFIEO00104272AM25","2025-03-30","Renewal of e-RCMC","14",NULL,"SY. NO.41 AND 42/3","SOUKYA ROAD, HOSAKOTE","BENGALURU","BENGALURU URBAN","KARNATAKA","560067","29AAGCC1941H1ZO","Two Star Export house Category","Two Star Export house","316","0","2026-03-31"
"0715906500","ANCIENT CREATIONS PRIVATE LIMITED","RCMCAPPLYFIEO00049629AM24","2023-08-31","Issuance of e-RCMC","10",NULL,"A202 CENTURY PARK NO 48","RICHMOND ROAD CONTACT NO: 919663310206","BANGALORE","BENGALURU URBAN","KARNATAKA","560025","29AANCA9354M1ZT","Multi Product Group Category","-","0","0","2028-03-31"
"0715907310","ROHIT GARMENTS","RCMCRENEWFIEO00085391AM25","2025-03-04","Renewal of e-RCMC","14",NULL,"SINGAL SQUARE, NO 76, THIRD FLOOR,","3RD CROSS, LALBAGH ROAD CONTACT NO: 919945841983","BANGALORE","BENGALURU URBAN","KARNATAKA","560027","29BEMPS5428F1Z0","Multi Product Group Category","-","0","0","2026-03-31"
"0715907441","MALPEFRESH MARINE EXPORT PRIVATE LIMITED","RCMCRENEWFIEO00088937AM25","2025-03-13","Renewal of e-RCMC","14",NULL,"D NO D-II 19A-5 DEVALKUNDA","VISHNUMURTHY TEMPLE ROAD","KUNDAPUR TALUK","UDUPI","KARNATAKA","576230","29AAJCM4363J1Z0","Two Star Export house Category","Two Star Export house","1000000000","0","2026-03-31"
"0715908201","AHLAIN EXPORTS","RCMCAPPLYFIEO00065799AM25","2024-10-27","Issuance of e-RCMC","14",NULL,"NO. 13, III FLOOR,4TH  A CROSS, M M LAYOUT","KAVAL BYRASANDRA, RT NAGAR POST","BANGALORE","BENGALURU URBAN","KARNATAKA","560032","29AEMPN1493E1Z7","Multi Product Group Category","-","1608186","0","2025-03-31"
"0715909231","TECNO SYSTEMS INDIA ELECTRONICS PRIVATE LIMITED","RCMCRENEWFIEO00040239AM23","2023-01-30","Renewal of e-RCMC","14",NULL,"KHATA NO. 229/195/A, MARSUR","KASABA HOBLI, ANEKAL TALUK","BANGALORE","BENGALURU URBAN","KARNATAKA","562106","29AAFCT4397R1Z7","Premium Multi Product Group Category","-","50198000","0","2024-03-31"
"0715909673","HONEYCOMB LIFE","RCMCAMENDFIEO00068457AM26","2025-11-10","Amendment of e-RCMC","14",NULL,"D NO 2/82, MATHSYA MAITHRI,","BEEJADI, KOTESHWARA","UDUPI","UDUPI","KARNATAKA","576222","29AAIFH8835J1ZR","Multi Product Group Category","-","0","0","2026-03-31"
"0715909754","63IDEAS INFOLABS PRIVATE LIMITED","RCMCRENEWFIEO00042524AM26","2025-06-22","Renewal of e-RCMC","14",NULL,"HELIOS BUSINESS PARK, TOWER-E,SECOND FLOOR, CHANDANA,","KADABEESANAHALLI, BENGALURU,","BANGALORE","BENGALURU URBAN","KARNATAKA","560103","29AAACZ8597L1Z8","Premium Multi Product Group Category","-","60000000","0","2028-03-31"
"0715910132","INFINIMINDS PRIVATE LIMITED","RCMCRENEWFIEO00102750AM25","2025-03-28","Renewal of e-RCMC","14",NULL,"23, JIVAM EDIFICE, KPCL RD,","KASAVANAHALLI, SARJAPUR ROAD CONTACT NO: 919980502274","BANGALORE","BENGALURU URBAN","KARNATAKA","560035","29AAUCS3271N1ZE","Premium Multi Product Group Category","-","550000000","0","2026-03-31"
"0715910396","IRIS LIFE SOLUTIONS PRIVATE LIMITED","RCMCAPPLYFIEO00068170AM26","2025-11-09","Issuance of e-RCMC","14",NULL,"SITE NO.42, KHATHA NO. 103/1/42","1ST FLOOR, SURVEY NO:103/1,JAYARAMA LAYOUT, NAVYANGAR, JAKKUR","BANGALORE","BENGALURU URBAN","KARNATAKA","560064","29AABCI7154F1ZI","Premium Multi Product Group Category","-","320000000","0","2030-03-31"
"0715910931","DUO TEMPLE HAIR EXPORTS LLP","RCMCRENEWFIEO00051914AM24","2023-09-14","Renewal of e-RCMC","14",NULL,"15, 38TH CROSS, 5TH MAIN, 5TH BLOCK,","JAYANAGAR","BENGALURU","BENGALURU URBAN","KARNATAKA","560041","29AAMFD0085G1ZC","Multi Product Group Category","-","16608248","0","2024-03-31"
"0715911422","DC AUTO ENTERPRISES PRIVATE LIMITED","RCMCRENEWFIEO00055667AM23","2023-03-29","Renewal of e-RCMC","14",NULL,"A-267/1,4TH FLOOR, 6TH MAIN ROAD,","2ND STAGE,PEENYA INDUSTRIAL ESTATE,","BENGALURU","BENGALURU URBAN","KARNATAKA","560058","29AAFCD0534NIZG","Multi Product Group Category","-","16056295","16056295","2028-03-31"
"0716500019","RV ENTERPRISES","RCMCRENEWFIEO00045962AM23","2023-03-08","Renewal of e-RCMC","14",NULL,"NO 509 FIRST FLOOR NEW BEL ROAD","BEHIND GANESHA TEMPLE DEVASANDRA CONTACT NO: 919964818635","BANGALORE","BENGALURU URBAN","KARNATAKA","560094","29AAUFR7490P1ZS","Premium Multi Product Group Category","-","60000000","0","2026-03-31"
"0716502275","SRI HARI EXPORTS","RCMCRENEWFIEO00007768AM26","2025-04-06","Renewal of e-RCMC","14",NULL,"NO 166 4TH CROSS WILSON GARDEN","COMING UNDER BRUHAT BANGALORE MAHANAGARA PALIKE WARD NO 145 OLD WARD NO BANGALOR","BANGALORE","BENGALURU URBAN","KARNATAKA","560027","29AWGPS8576D2ZU","Multi Product Group Category","-","0","0","2026-03-31"
"0716503069","F3 MARINE FOODS WORLDWIDE","RCMCRENEWFIEO00069787AM25","2024-11-28","Renewal of e-RCMC","14",NULL,"SY.NO. 138/24 & 138/2A2, ANNAPPA INDUSTRIAL AREA,","FISHERIES ROAD, GUJJARBETTU, PADUTHONSE VILLAGE","UDUPI","UDUPI","KARNATAKA","576115","29AAEFF9198A1Z6","Two Star Export house Category","Two Star Export house","606212526.48","0","2027-03-31"
"0716503298","RELICARE TECH SERVICES PRIVATE LIMITED","RCMCRENEWFIEO00098138AM25","2025-03-25","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","50000000","0","2026-03-31"
"0716503336","DHASH PV TECHNOLOGIES LIMITED","RCMCAMENDFIEO00070644AM26","2025-11-24","Amendment of e-RCMC","14",NULL,"NO 110-D BOMMASANDRA INDSTRL AREA","2ND PHASE 8TH CROSS HEBBAGODI","BANGALORE","BENGALURU RURAL","KARNATAKA","560099","29AAFCD9917R1ZN","Multi Product Group Category","-","0","20674698.2","2030-03-31"
"0716503476","I-MAX INNOVATION PRIVATE LIMITED","RCMCRENEWFIEO00077719AM25","2025-01-21","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","131900000","0","2026-03-31"
"0716504243","NAVITAS INSULATORS PRIVATE LIMITED","RCMCAPPLYFIEO00063856AM25","2024-10-14","Issuance of e-RCMC","14",NULL,"PLOT NO 49 ROAD NO 6 OBEDANAHALLI","INDUSTRIAL AREA 3RD PHASE CONTACT NO: 919844022956","DODDABALLAPURA","BENGALURU RURAL","KARNATAKA","561203","29AACCN6223D1ZO","Premium Multi Product Group Category","-","169973469","10741490","2025-03-31"
"0716505606","YUTO PRINTING & PACKAGING (INDIA) PRIVATE LIMITED","RCMCAPPLYFIEO00024176AM23","2022-08-03","Issuance of e-RCMC","14",NULL,"78/2,79 & 82 NEAR RAMAKRISHANAPURA","GATE IGGALUR VILLAGE, CHANDAPURA ROAD, ANEKAL TALUK","BANGALORE","BENGALURU URBAN","KARNATAKA","562107","29AAACY8615N3ZK","Premium Multi Product Group Category","-","111883544","111883544","2023-03-31"
"0716506521","GEETHANJALI ENTERPRISES","RCMCAPPLYFIEO00074688AM25","2025-01-02","Issuance of e-RCMC","14",NULL,"2/14, 2ND MAIN ROAD, SAPTHAGIRI LAYOUT","COCONUT GARDEN, NAGARBHAVI, BENGALURU (BANGALORE) URBAN, KARNATAKA","BENGALURU","BENGALURU URBAN","KARNATAKA","560072","29AAQFG5244A2ZD","Multi Product Group Category","-","5063500","0","2026-03-31"
"0716901056","SRI KRISH EXIM INDIA","RCMCRENEWFIEO00025705AM26","2025-05-06","Renewal of e-RCMC","14",NULL,"938, AC STREET KOTHIPURA","RAMANAGARA","RAMANAGARA","RAMANAGARA","KARNATAKA","562159","29AIEPK4881B1Z9","Multi Product Group Category","-","7120402.8","7120402.8","2026-03-31"
"0716901421","INDUSTRYLANE SOLUTIONS PRIVATE LIMITED","RCMCRENEWFIEO00083718AM25","2025-02-24","Renewal of e-RCMC","14",NULL,"M.L CHAMBERS, NO.115, 4TH FLOOR, 6TH MAIN ROAD,","INDUSTRIAL SUBURB 2ND STAGE, PEENYA INDUSTRIAL AREA,","BANGALORE","BENGALURU URBAN","KARNATAKA","560022","29AAECI0842H1ZM","Premium Multi Product Group Category","-","160000000","1945738.8","2026-03-31"
"0716901935","RSA TURBOTECH PRIVATE LIMITED","RCMCRENEWFIEO00077804AM25","2025-01-22","Renewal of e-RCMC","14",NULL,"17, ASHIRWAD TOWERS, DODDANEKKUNDI","MARATHAHALLI","BANGALORE","BENGALURU URBAN","KARNATAKA","560037","29AAHCR1183P1ZP","Premium Multi Product Group Category","-","303182500","0","2026-03-31"
"0716902184","PG GROUP","RCMCRENEWFIEO00039996AM23","2023-01-26","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","90400000","0","2026-03-31"
"0716902460","QUALITY CLOSURES","RCMCAPPLYFIEO00027551AM24","2023-05-30","Issuance of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","15000000","0","2024-03-31"
"0716904357","MAHABELL INDUSTRIES INDIA PRIVATE LIMITED","RCMCRENEWFIEO00103910AM25","2025-03-30","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","250000000","0","2026-03-31"
"0716904721","PEHRAV ETHNIC WEAR","RCMCAPPLYFIEO00046291AM26","2025-07-02","Issuance of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","100000","0","2026-03-31"
"0716906848","IMEDRIX SYSTEMS PRIVATE LIMITED","RCMCRENEWFIEO00025945AM25","2024-05-06","Renewal of e-RCMC","14",NULL,"4TH FLOOR, UKS HEIGHTS, M-20,","LIC COLONY, JEEVAN BIMANAGAR CONTACT NO: 919845003213","BANGALORE","BENGALURU URBAN","KARNATAKA","560075","29AAECI0775K1Z7","Premium Multi Product Group Category","-","100000000","0","2025-03-31"
"0716907097","MAGNAA IMPEX","RCMCRENEWFIEO00054050AM23","2023-03-28","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","30000000","0","2026-03-31"
"0716907402","SIGTUPLE TECHNOLOGIES PRIVATE LIMITED","RCMCRENEWFIEO00087623AM25","2025-03-10","Renewal of e-RCMC","14",NULL,"FIRST FLOOR, L-162, 14TH CROSS ROAD, 6TH SECTOR HSR LAYOUT,",NULL,"BANGALORE","BENGALURU URBAN","KARNATAKA","560102","29AAWCS0328Q1ZE","Multi Product Group Category","-","45808160","3771439.56","2026-03-31"
"0716907429","OXYGEN RETAIL","RCMCRENEWFIEO00049434AM25","2024-07-18","Renewal of e-RCMC","14",NULL,"PATTINATHOR THOTAM,","N.VEMBADITHALAM,","SALEM","SALEM","TAMIL NADU","637504","33AZKPA0723H1ZX","Multi Product Group Category","-","2000000","0","2025-03-31"
"0716907445","MELTING POT CONCEPTS PRIVATE LIMITED","RCMCRENEWFIEO00043929AM23","2023-02-26","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","941805388","0","2026-03-31"
"0716908204","AMBIKA INDUSTRIES","RCMCRENEWFIEO00084761AM25","2025-03-02","Renewal of e-RCMC","14",NULL,"SY NO.45,NO.491/25,14TH CROSS,","4TH PHASE, PEENYA INDUSTRIAL AREA, CONTACT NO: 919845767559","BANGALORE","BENGALURU URBAN","KARNATAKA","560058","29AJEPR6526R1Z9","Premium Multi Product Group Category","-","80000000","0","2026-03-31"
"0716910021","OM SHIVA PRODUCTS INC","RCMCRENEWFIEO00034606AM24","2023-06-19","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","106493761","0","2028-03-31"
"0716911426","VECTOR FASHIONS PRIVATE LIMITED","RCMCRENEWFIEO00016160AM26","2025-04-17","Renewal of e-RCMC","14",NULL,"PLOT NO. 456 SURVEY NO 24 & 25, THYAMAGONDLU MAIN ROAD, LAKSHMANAPURA","NEAR UDUPI HOTEL  BANGALORE RURAL","BANGALORE","BENGALURU RURAL","KARNATAKA","562132","29AAFCV4499J1ZI","Premium Multi Product Group Category","-","95095805","0","2026-03-31"
